Total population,Gross rent as a percentage of household income,Median household income (dollars),Percent below poverty line,STATE,zipcode
219.0,12.0,41875.0,4.5,27,56325
5739.0,619.0,61548.0,2.6,27,56334
230.0,1.0,61250.0,0.0,27,56335
1506.0,53.0,61641.0,4.1,27,56338
435.0,34.0,41458.0,12.3,19,50133
1105.0,37.0,58571.0,4.6,19,50139
500.0,24.0,75208.0,0.7,19,50154
466.0,53.0,55156.0,7.8,19,50164
4421.0,390.0,81856.0,2.8,19,50248
1360.0,103.0,71607.0,3.2,19,50251
1452.0,171.0,91136.0,1.4,08,81225
173.0,10.0,60208.0,9.4,08,81251
611.0,0.0,90625.0,3.6,08,81253
1344.0,141.0,24495.0,14.1,08,81131
791.0,65.0,60667.0,11.6,08,81146
664.0,106.0,37083.0,11.5,08,81422
1034.0,76.0,41827.0,15.4,08,81424
163.0,11.0,97500.0,0.0,08,81426
10454.0,1355.0,65181.0,8.2,08,81505
825.0,19.0,85938.0,0.0,08,81430
2783.0,446.0,70634.0,0.0,08,81615
17173.0,1828.0,86565.0,6.8,08,81623
12601.0,1626.0,57827.0,12.9,08,81625
1054.0,60.0,64698.0,9.1,08,81630
8903.0,716.0,101620.0,3.9,08,81631
1101.0,194.0,90521.0,0.0,08,81645
2688.0,196.0,62667.0,8.4,08,81648
1268.0,44.0,54891.0,5.5,08,80928
233.0,12.0,40938.0,11.5,08,80749
189.0,8.0,65625.0,3.4,08,80754
194.0,35.0,41250.0,4.3,08,80757
3657.0,428.0,53858.0,11.8,08,80758
287.0,36.0,31563.0,6.5,08,80804
784.0,105.0,55000.0,3.2,08,80815
6371.0,215.0,63911.0,6.8,08,80816
30635.0,3212.0,64020.0,5.3,08,80817
971.0,122.0,52222.0,6.1,08,80835
48.0,0.0,70625.0,17.6,08,80862
13034.0,865.0,77420.0,4.8,08,80863
2574.0,40.0,145264.0,2.3,08,80547
157.0,0.0,137260.0,0.0,08,80425
3557.0,486.0,76645.0,3.7,08,80466
36497.0,4610.0,63273.0,6.8,08,80524
8291.0,402.0,81320.0,1.8,08,80615
12762.0,818.0,67813.0,3.6,08,80621
938.0,40.0,62917.0,2.9,08,80623
682.0,68.0,54792.0,10.0,08,80729
103.0,8.0,75469.0,5.0,08,80740
37608.0,5478.0,68701.0,6.9,08,80906
24087.0,1945.0,124085.0,4.5,08,80921
1928.0,375.0,63145.0,3.8,08,80930
34097.0,6859.0,75879.0,2.9,08,80021
35741.0,3434.0,82271.0,3.4,08,80031
495.0,58.0,72743.0,3.8,08,80101
22756.0,4150.0,59468.0,11.9,08,80110
2794.0,89.0,88214.0,7.1,08,80117
36435.0,2355.0,95050.0,2.7,08,80128
34030.0,8160.0,50429.0,23.6,08,80204
1422.0,97.0,31801.0,1.1,35,87935
1008.0,53.0,30781.0,17.9,35,87942
4686.0,268.0,80224.0,1.0,35,87043
1572.0,16.0,23182.0,41.5,35,87045
1621.0,43.0,37333.0,14.4,35,87062
38967.0,8677.0,51796.0,11.2,35,87109
255.0,16.0,60625.0,0.0,56,82945
443.0,0.0,104866.0,0.0,56,82060
345.0,35.0,39521.0,7.3,56,82210
294.0,11.0,37500.0,2.2,56,82227
10563.0,1066.0,54944.0,10.7,56,82240
8964.0,1002.0,64568.0,10.0,56,82301
148.0,11.0,24000.0,36.4,56,82323
15212.0,1581.0,64366.0,3.4,56,82414
1592.0,140.0,51429.0,17.7,56,82514
429.0,23.0,53056.0,11.7,56,82516
4076.0,374.0,69071.0,4.8,56,82637
1589.0,280.0,36989.0,7.6,56,82644
230.0,0.0,61197.0,0.0,56,82731
295.0,31.0,50500.0,14.0,56,82835
192.0,20.0,35361.0,0.0,56,82943
1103.0,148.0,63487.0,0.0,56,82190
37.0,0.0,43125.0,0.0,56,82222
1957.0,123.0,39199.0,19.0,56,82225
757.0,28.0,62353.0,13.0,56,82420
272.0,4.0,35750.0,16.7,56,82432
796.0,56.0,53750.0,5.4,56,82442
1757.0,148.0,42917.0,10.0,56,82513
1607.0,170.0,54688.0,5.9,56,82730
1320.0,54.0,61078.0,5.5,56,82839
379.0,30.0,25313.0,15.7,56,82221
565.0,38.0,60625.0,0.0,56,82244
916.0,57.0,49167.0,6.2,56,82327
1214.0,96.0,65635.0,5.9,56,82433
206.0,17.0,43542.0,18.8,56,82512
278.0,24.0,102031.0,21.2,56,82620
4080.0,381.0,64955.0,0.9,56,82636
1043.0,75.0,46750.0,11.7,56,82649
2752.0,178.0,54762.0,12.2,56,82729
660.0,113.0,59348.0,0.0,56,82842
1510.0,46.0,79701.0,12.3,56,82054
308.0,31.0,58320.0,9.2,56,82055
16922.0,3683.0,45101.0,5.0,56,82072
259.0,22.0,44479.0,0.0,56,82083
56.0,0.0,63036.0,0.0,35,87525
154.0,13.0,25750.0,26.3,35,87533
11673.0,938.0,46026.0,16.0,35,87004
1020.0,22.0,28906.0,40.8,35,87007
13399.0,515.0,59739.0,8.4,35,87015
129.0,5.0,47000.0,6.5,16,83548
359.0,10.0,38661.0,0.0,16,83554
46763.0,5086.0,47839.0,14.2,16,83605
636.0,64.0,52321.0,12.6,56,83116
980.0,20.0,68179.0,0.0,56,83122
3597.0,209.0,62844.0,1.3,56,83127
1194.0,120.0,75125.0,2.1,56,83128
313.0,25.0,52917.0,17.3,16,83218
1009.0,39.0,71250.0,1.2,16,83246
9638.0,568.0,55446.0,11.8,16,83263
107.0,13.0,44276.0,0.0,16,83285
1388.0,56.0,62404.0,4.6,16,83286
1847.0,95.0,57250.0,4.1,16,83323
5871.0,421.0,51793.0,10.5,16,83328
1336.0,66.0,52366.0,9.9,16,83349
834.0,58.0,46442.0,9.6,16,83423
43718.0,4345.0,56752.0,8.8,16,83401
24676.0,3441.0,53583.0,10.7,16,83402
2260.0,124.0,43015.0,10.5,16,83420
650.0,39.0,60804.0,7.9,16,83431
128.0,2.0,79028.0,0.0,16,83465
823.0,36.0,48375.0,4.6,16,83523
508.0,37.0,42500.0,9.0,16,83555
4403.0,452.0,41897.0,12.3,16,83628
185.0,18.0,30682.0,20.5,16,83637
444.0,0.0,53713.0,6.5,16,83657
8328.0,931.0,40031.0,12.0,16,83672
8700.0,677.0,44123.0,14.0,16,83805
22714.0,1900.0,56977.0,11.5,16,83202
18761.0,2582.0,45187.0,13.6,16,83204
678.0,2.0,54063.0,4.0,16,83214
119.0,2.0,67250.0,0.0,16,83223
644.0,35.0,58750.0,16.4,16,83261
526.0,6.0,63125.0,2.6,16,83271
2931.0,251.0,110711.0,3.4,56,83014
3095.0,253.0,65475.0,1.7,56,83101
329.0,0.0,100991.0,0.0,56,83126
3576.0,188.0,44808.0,15.3,16,83210
182.0,4.0,54167.0,6.3,16,83212
1193.0,61.0,38571.0,15.9,16,83251
3733.0,274.0,57813.0,6.8,16,83276
282.0,11.0,35417.0,6.4,16,83302
114.0,0.0,32266.0,0.0,16,83312
1011.0,64.0,46750.0,14.8,16,83314
785.0,31.0,54583.0,12.8,16,83324
414.0,37.0,120385.0,0.0,06,93962
4707.0,513.0,37532.0,27.0,06,93272
53981.0,10520.0,43717.0,18.9,06,93308
16562.0,1747.0,77708.0,8.0,06,93402
144.0,0.0,47404.0,0.0,06,93429
2847.0,493.0,64948.0,10.0,06,93430
468.0,43.0,50172.0,15.2,19,50264
32532.0,4624.0,72631.0,4.9,19,50265
8040.0,4329.0,49240.0,11.6,19,50309
15738.0,2619.0,50676.0,18.6,19,50311
9374.0,1037.0,60503.0,5.2,19,50428
4167.0,315.0,69727.0,5.9,19,50438
1260.0,93.0,54643.0,11.5,19,50447
900.0,120.0,60445.0,12.6,19,50449
335.0,14.0,64886.0,15.1,19,50457
237.0,14.0,57946.0,9.5,19,50477
638.0,44.0,46875.0,14.2,19,50478
397.0,20.0,62614.0,17.1,19,50484
1120.0,95.0,48750.0,11.7,19,50517
595.0,57.0,50278.0,17.0,19,50519
846.0,68.0,53750.0,3.7,19,50529
203.0,7.0,34250.0,12.9,19,50545
629.0,43.0,45714.0,11.6,19,50578
2827.0,216.0,48618.0,8.6,19,50579
7714.0,422.0,92644.0,3.9,19,50003
19840.0,1961.0,80564.0,5.2,19,50009
3064.0,303.0,53989.0,8.3,19,50025
352.0,0.0,40878.0,27.3,19,50032
467.0,21.0,61250.0,1.4,19,50034
8341.0,293.0,99115.0,0.8,19,50035
899.0,75.0,56000.0,9.7,19,50044
682.0,41.0,52708.0,16.3,19,50050
2380.0,169.0,82083.0,6.7,19,50063
363.0,0.0,73750.0,8.7,19,50068
299.0,15.0,38958.0,2.6,19,50582
1052.0,89.0,53417.0,6.1,19,50597
322.0,17.0,69375.0,6.8,19,50612
1694.0,97.0,73000.0,3.9,19,50626
2605.0,152.0,74766.0,7.1,19,50629
333.0,20.0,77875.0,6.9,19,50633
3304.0,261.0,66602.0,3.9,19,50638
550.0,14.0,69423.0,4.8,19,50642
952.0,47.0,75795.0,0.0,19,50666
440.0,15.0,62250.0,1.5,19,50681
30817.0,4172.0,56510.0,8.8,19,50701
2488.0,303.0,50954.0,5.7,19,50849
2037.0,216.0,44651.0,5.9,19,50851
189.0,4.0,57188.0,8.6,19,50857
239.0,7.0,70938.0,0.0,19,50861
1900.0,189.0,51741.0,18.5,19,50864
1170.0,37.0,52292.0,1.7,19,50238
234.0,11.0,63125.0,8.1,19,50243
369.0,11.0,71500.0,6.9,19,50262
29636.0,5889.0,77352.0,2.7,19,50266
11377.0,2170.0,38638.0,25.0,19,50314
1467.0,72.0,61552.0,3.8,19,50424
671.0,51.0,55000.0,0.0,19,50448
221.0,18.0,50000.0,12.7,19,50470
28077.0,3866.0,43214.0,10.8,19,50501
986.0,76.0,61250.0,8.0,19,51338
462.0,45.0,54688.0,8.6,19,51463
426.0,27.0,74167.0,4.4,19,51345
568.0,40.0,52163.0,14.0,19,51350
361.0,18.0,53125.0,0.0,19,51366
281.0,7.0,63750.0,0.0,19,51444
1778.0,81.0,53267.0,19.3,35,87317
276.0,0.0,110585.0,9.2,35,87322
3110.0,68.0,36050.0,21.6,35,87325
769.0,72.0,24375.0,42.2,35,87357
1026.0,16.0,19861.0,38.7,35,87364
5704.0,504.0,53540.0,9.7,35,87417
884.0,106.0,59524.0,21.2,35,87513
2370.0,77.0,34375.0,7.3,35,87556
3128.0,52.0,35536.0,16.3,35,87566
1099.0,163.0,32067.0,14.7,35,87714
2260.0,38.0,26278.0,29.3,35,87825
1549.0,43.0,55543.0,13.5,35,87006
613.0,48.0,41034.0,6.4,35,87014
4090.0,140.0,34605.0,23.9,35,87026
1548.0,49.0,50855.0,17.5,35,87036
537.0,13.0,19500.0,42.6,35,87037
3576.0,106.0,51118.0,7.0,35,87042
2464.0,82.0,87255.0,1.0,35,87008
11069.0,1209.0,39706.0,24.3,35,87020
44364.0,2398.0,51570.0,13.3,35,87031
1821.0,16.0,46625.0,20.3,35,87034
1405.0,38.0,32361.0,28.8,35,87053
38495.0,6018.0,52233.0,9.6,35,87110
1258.0,64.0,45246.0,4.6,35,87535
2715.0,72.0,44630.0,20.6,35,87522
2698.0,209.0,46055.0,29.9,35,87537
792.0,8.0,75114.0,0.0,35,87540
3639.0,50.0,40093.0,28.8,35,87001
48.0,0.0,45313.0,0.0,35,87011
589.0,15.0,15469.0,67.9,35,87018
529.0,0.0,34464.0,0.0,35,87023
1600.0,21.0,53125.0,19.2,35,87049
320.0,0.0,24804.0,0.0,35,87061
19191.0,5585.0,30366.0,24.3,35,87102
26025.0,6429.0,39822.0,18.4,35,87106
15712.0,1286.0,78138.0,5.1,35,87113
55173.0,4522.0,60767.0,6.2,35,87124
519.0,7.0,25250.0,31.4,35,87320
2431.0,115.0,30987.0,20.5,35,87321
46614.0,5455.0,49981.0,16.5,35,87401
359.0,9.0,61042.0,0.0,35,87419
1384.0,10.0,24526.0,29.9,35,87461
987.0,78.0,48112.0,0.0,35,87510
467.0,96.0,31723.0,28.6,35,87519
3546.0,203.0,46597.0,17.8,35,87528
136.0,0.0,39316.0,24.1,32,89161
25245.0,2336.0,91126.0,2.2,32,89166
21822.0,7162.0,30581.0,26.2,32,89169
40808.0,3645.0,88517.0,4.9,32,89178
7449.0,320.0,99662.0,2.7,32,89179
42480.0,7370.0,65988.0,11.3,32,89183
874.0,55.0,37955.0,26.4,35,87041
1063.0,36.0,58929.0,6.6,35,87056
199.0,0.0,23274.0,0.0,35,87832
3404.0,193.0,23873.0,34.7,35,87937
172.0,0.0,33438.0,0.0,35,87943
10488.0,253.0,75723.0,6.4,35,87059
487.0,24.0,55568.0,3.1,35,87083
13534.0,2243.0,48186.0,19.9,35,87104
58119.0,4659.0,41046.0,19.5,35,87105
42256.0,6438.0,51904.0,10.2,35,87112
3919.0,1131.0,62500.0,7.3,35,87116
63884.0,5987.0,70983.0,7.8,35,87120
5556.0,122.0,27106.0,40.0,35,87013
3184.0,132.0,35383.0,4.8,35,87016
778.0,0.0,35147.0,22.4,35,87022
2334.0,52.0,41681.0,22.6,35,87024
1242.0,2.0,72083.0,0.0,35,87025
710.0,58.0,37778.0,35.3,35,87038
9072.0,264.0,85774.0,3.7,35,87048
30831.0,4070.0,49566.0,14.4,35,87107
37438.0,10385.0,30195.0,29.2,35,87108
68789.0,7599.0,69202.0,7.5,35,87114
16766.0,1528.0,50694.0,11.3,35,87410
5111.0,232.0,39426.0,21.3,35,87416
723.0,20.0,16953.0,16.7,35,87521
5116.0,316.0,46800.0,3.9,35,87529
1138.0,60.0,53750.0,6.4,35,88267
117.0,21.0,26250.0,10.0,35,88321
30308.0,5214.0,61187.0,5.2,35,88011
683.0,26.0,50000.0,4.1,35,88020
22882.0,2887.0,29855.0,23.5,35,88030
2132.0,164.0,106159.0,6.3,35,88047
30500.0,2139.0,47249.0,17.2,35,88012
1201.0,113.0,21227.0,48.7,35,88029
3299.0,157.0,34036.0,19.5,35,88044
231.0,19.0,52917.0,14.1,35,88112
7164.0,2148.0,41951.0,9.6,04,85004
27206.0,5271.0,38121.0,33.6,04,85006
35361.0,6680.0,57866.0,12.0,04,85020
64832.0,8022.0,42603.0,25.3,04,85033
28113.0,2718.0,66546.0,8.0,04,85304
5191.0,376.0,48578.0,18.9,04,85356
6802.0,1163.0,40781.0,15.5,04,85363
19360.0,1212.0,54958.0,5.3,04,85373
24997.0,2923.0,77068.0,2.9,04,85381
540.0,25.0,27011.0,11.0,04,85605
1067.0,62.0,41429.0,8.7,04,85606
17237.0,1229.0,83943.0,8.9,06,92587
5154.0,885.0,68125.0,16.8,06,92590
52569.0,6354.0,115826.0,6.7,06,92620
59403.0,6194.0,97554.0,5.9,06,92630
9802.0,604.0,204291.0,5.6,06,92657
35446.0,6805.0,123955.0,6.2,06,92660
56458.0,5268.0,96400.0,4.5,06,93063
2030.0,268.0,22438.0,35.1,06,93205
471.0,43.0,45000.0,15.7,06,93224
121.0,11.0,66719.0,6.5,06,93226
6327.0,788.0,38951.0,20.6,06,93240
202.0,26.0,48750.0,21.5,06,93251
3379.0,337.0,52174.0,13.0,06,93265
72.0,0.0,102500.0,0.0,06,93287
58538.0,11089.0,50839.0,16.5,06,93309
45481.0,3712.0,98130.0,4.7,06,93311
6200.0,741.0,91293.0,0.0,06,93427
44636.0,5470.0,67766.0,7.0,06,93446
4477.0,497.0,64882.0,8.5,06,93451
786.0,79.0,47333.0,5.9,06,93254
2477.0,242.0,29736.0,24.4,06,93285
9906.0,1117.0,42882.0,28.3,06,93286
61628.0,4007.0,97671.0,4.9,06,93312
10771.0,1757.0,90341.0,5.6,06,93109
17329.0,1988.0,109561.0,3.3,06,93111
1580.0,183.0,41000.0,29.6,06,93201
14129.0,1330.0,49354.0,17.6,06,93221
67605.0,8905.0,62239.0,11.4,06,93230
28854.0,6336.0,72107.0,3.6,06,93401
256.0,0.0,20667.0,33.3,06,93207
1164.0,23.0,43913.0,16.0,06,93544
84449.0,9756.0,57537.0,17.6,06,93727
12961.0,1219.0,41114.0,33.8,06,93204
1337.0,164.0,50144.0,10.6,06,93266
5859.0,707.0,71774.0,7.1,06,93428
7451.0,971.0,50864.0,13.4,06,93434
1659.0,194.0,64583.0,10.3,06,93440
74264.0,7141.0,46600.0,23.2,06,93535
7644.0,214.0,105714.0,4.0,06,93510
1621.0,162.0,54758.0,4.1,06,93513
641.0,1.0,72067.0,0.6,06,93517
14392.0,1119.0,51719.0,18.5,06,93543
33833.0,4292.0,68794.0,9.7,06,93555
541.0,0.0,86595.0,0.0,06,93604
11982.0,472.0,71047.0,6.4,06,93614
8059.0,1098.0,54806.0,15.3,06,93625
20764.0,2336.0,49360.0,18.8,06,93630
16282.0,1618.0,68502.0,10.8,06,93631
41108.0,5160.0,56462.0,13.1,06,93637
2783.0,229.0,58819.0,15.4,06,93643
9171.0,1050.0,65566.0,8.4,06,93926
42694.0,6147.0,71233.0,7.6,06,90242
46414.0,3531.0,91512.0,5.7,06,90620
15662.0,1500.0,107480.0,2.9,06,90623
49205.0,4967.0,93183.0,4.5,06,90630
28202.0,1625.0,102970.0,4.1,06,90713
20256.0,2518.0,76105.0,9.3,06,90715
50510.0,5160.0,85335.0,5.4,06,92078
56983.0,8515.0,86243.0,6.3,06,92117
32473.0,6029.0,81899.0,7.5,06,92123
36105.0,4148.0,69541.0,7.4,06,92139
31000.0,5326.0,46549.0,20.2,06,92173
55580.0,3556.0,80148.0,8.5,06,92223
1095.0,56.0,65750.0,7.6,19,51466
3796.0,291.0,58839.0,17.2,19,51510
1784.0,163.0,55764.0,11.8,19,51521
1115.0,69.0,63438.0,6.6,19,51525
480.0,14.0,55500.0,5.0,19,51527
733.0,56.0,56895.0,8.6,19,51532
1182.0,45.0,98894.0,2.5,19,51542
515.0,17.0,83382.0,0.0,19,51548
265.0,29.0,43036.0,31.7,19,51552
1765.0,134.0,76250.0,4.5,19,51559
2049.0,201.0,67778.0,7.5,19,51560
5684.0,786.0,44712.0,9.5,19,51601
860.0,42.0,58289.0,3.0,19,51646
367.0,28.0,60556.0,14.6,19,51010
9470.0,788.0,76602.0,4.8,19,51534
436.0,18.0,49375.0,12.7,19,51558
627.0,47.0,68523.0,2.6,19,51544
239.0,13.0,59615.0,0.0,19,51554
465.0,16.0,68594.0,9.6,19,51556
6380.0,915.0,47813.0,10.1,19,51566
948.0,127.0,50156.0,4.1,19,51570
963.0,51.0,59205.0,6.1,19,51004
1673.0,42.0,78750.0,0.6,19,51526
576.0,32.0,65795.0,3.1,19,51549
697.0,31.0,63864.0,9.7,19,51563
1521.0,92.0,82431.0,0.4,19,51575
1928.0,80.0,90667.0,4.3,19,51576
3649.0,176.0,60515.0,1.7,19,51246
4834.0,330.0,69268.0,4.8,19,51247
475.0,34.0,52824.0,16.3,19,51433
844.0,68.0,60208.0,7.9,19,51436
377.0,16.0,36250.0,21.2,19,51441
1486.0,93.0,68229.0,3.8,19,51450
627.0,25.0,54125.0,17.5,19,51453
2296.0,180.0,61513.0,3.4,19,51455
1058.0,54.0,53292.0,1.0,19,51462
36914.0,4114.0,69007.0,5.4,19,51503
380.0,10.0,70625.0,0.0,19,51523
741.0,89.0,44539.0,10.8,19,51528
1884.0,197.0,64297.0,3.6,19,51529
1840.0,127.0,61492.0,4.6,19,51535
1610.0,84.0,69706.0,3.0,19,51551
1220.0,43.0,61635.0,0.8,19,51238
6317.0,782.0,53536.0,8.0,19,51012
1874.0,90.0,73424.0,4.4,19,51024
1924.0,151.0,59932.0,5.0,19,51025
1579.0,146.0,59417.0,4.2,19,51035
819.0,52.0,53456.0,5.3,19,51058
16938.0,2030.0,45647.0,20.5,19,51103
5084.0,161.0,62411.0,5.3,19,51108
386.0,19.0,56667.0,15.4,19,51231
748.0,58.0,52188.0,4.4,19,51232
1288.0,20.0,65188.0,6.4,19,51234
2513.0,310.0,55357.0,6.6,55,54747
3542.0,162.0,60305.0,6.0,55,54757
4377.0,275.0,53047.0,7.8,55,54771
631.0,27.0,52500.0,8.2,55,54813
6915.0,507.0,79257.0,3.2,55,54011
3349.0,246.0,66571.0,9.6,55,54013
132.0,0.0,66250.0,0.0,32,89319
12435.0,753.0,102159.0,3.8,32,89441
13570.0,1736.0,62905.0,5.4,32,89460
13206.0,562.0,75297.0,4.4,32,89508
8766.0,668.0,113125.0,1.6,32,89519
33381.0,3401.0,93131.0,3.4,32,89521
1247.0,103.0,68319.0,10.6,32,89042
837.0,152.0,91384.0,10.2,06,94933
32009.0,3955.0,152125.0,2.6,06,94941
1127.0,132.0,68250.0,8.4,06,94924
12740.0,1578.0,165807.0,2.1,06,94920
18695.0,2634.0,93580.0,3.0,06,94949
1146.0,310.0,74926.0,3.2,06,94956
27155.0,3814.0,155473.0,2.2,06,94002
31461.0,8379.0,166985.0,6.7,06,94107
57302.0,27043.0,94278.0,5.1,06,94109
34604.0,12347.0,123037.0,5.6,06,94115
35747.0,5060.0,63267.0,17.0,06,94124
3008.0,582.0,54375.0,20.9,06,94130
26796.0,10244.0,69756.0,10.7,06,94133
14701.0,783.0,154437.0,1.9,06,94502
15105.0,354.0,237841.0,2.0,06,94507
1475.0,86.0,69934.0,14.2,06,94514
35005.0,4641.0,117568.0,5.3,06,94523
54982.0,2797.0,177836.0,1.5,06,94539
79747.0,11578.0,82520.0,6.1,06,94544
4697.0,474.0,112016.0,5.1,06,94005
20512.0,1857.0,136758.0,3.7,06,94019
23675.0,803.0,250001.0,0.9,06,94024
22625.0,2768.0,128494.0,5.1,06,94030
2504.0,181.0,93167.0,0.0,06,94037
30703.0,12870.0,75764.0,10.3,06,94103
429.0,190.0,51500.0,11.1,06,94104
21151.0,1402.0,172713.0,1.2,06,94127
4136.0,1268.0,196917.0,0.0,06,94129
63821.0,14230.0,94991.0,7.0,06,94501
3290.0,624.0,79681.0,4.2,06,94525
29795.0,2696.0,178056.0,0.5,06,94549
47171.0,4142.0,116856.0,2.9,06,94560
55608.0,6741.0,146103.0,2.9,06,94568
24112.0,2793.0,94490.0,6.0,06,94619
40931.0,7573.0,59089.0,15.9,06,94804
9838.0,1306.0,149439.0,2.0,06,94925
18695.0,3496.0,48210.0,14.9,32,89146
643.0,41.0,106319.0,0.0,32,89411
154.0,9.0,42734.0,0.0,32,89414
182.0,6.0,36607.0,0.0,32,89422
29570.0,1946.0,166015.0,2.3,06,92694
88321.0,9051.0,69272.0,11.6,06,92704
44655.0,4014.0,95591.0,7.5,06,92867
69656.0,4266.0,107076.0,4.9,06,92880
50784.0,2943.0,125359.0,3.5,06,92886
64286.0,5974.0,92093.0,5.3,06,92562
43272.0,4587.0,86741.0,8.0,06,92019
74478.0,11619.0,66253.0,14.8,06,92805
32256.0,2125.0,101903.0,6.9,06,92596
59499.0,9281.0,75378.0,8.2,06,92780
16346.0,1761.0,102004.0,8.8,06,92010
24144.0,3005.0,116382.0,2.6,06,92011
11765.0,292.0,49441.0,0.0,06,92055
46029.0,9799.0,52591.0,10.2,06,92058
29596.0,4533.0,82989.0,3.8,06,92081
1883.0,112.0,202266.0,1.3,06,92145
23349.0,1295.0,83095.0,5.4,06,92344
234.0,0.0,65208.0,0.0,06,92378
1959.0,289.0,48233.0,19.3,06,92391
43908.0,5985.0,50404.0,19.3,06,92395
19558.0,2296.0,146505.0,3.6,06,92603
17197.0,2453.0,36824.0,7.9,06,92617
16053.0,2666.0,44020.0,6.1,06,92637
584.0,64.0,109750.0,6.7,06,92678
34915.0,2951.0,53107.0,19.7,06,92394
49923.0,4548.0,52744.0,15.5,06,92544
7724.0,217.0,174107.0,10.8,06,92067
8655.0,816.0,51250.0,19.3,06,92250
41879.0,4246.0,46904.0,11.7,06,92545
50605.0,10922.0,88398.0,6.8,06,92626
32396.0,7324.0,68356.0,8.5,06,93001
16652.0,2399.0,81216.0,4.1,06,93013
24208.0,3680.0,63387.0,8.9,06,93041
31371.0,9710.0,60612.0,10.0,06,93101
1704.0,226.0,38542.0,31.8,06,93206
31525.0,3645.0,90018.0,3.1,06,93004
38581.0,2668.0,107363.0,2.7,06,93021
7179.0,553.0,84043.0,2.4,06,93022
1583.0,151.0,52990.0,7.7,06,93222
7355.0,1232.0,26054.0,41.2,06,93234
3474.0,409.0,43500.0,19.8,06,93242
18234.0,2322.0,34329.0,29.0,06,93247
1875.0,334.0,33875.0,22.6,06,93249
32958.0,3041.0,103224.0,6.5,06,91006
20301.0,462.0,175652.0,1.8,06,91011
23281.0,5858.0,60101.0,9.0,06,91201
26712.0,2272.0,133996.0,4.5,06,91302
18162.0,1642.0,88395.0,7.0,06,91901
18896.0,1503.0,102617.0,2.9,06,91902
2705.0,354.0,49286.0,16.8,06,92230
35278.0,5999.0,37060.0,23.5,06,92240
9779.0,905.0,24194.0,35.4,06,92254
12547.0,1659.0,71971.0,4.6,06,92313
28704.0,2233.0,57772.0,14.5,06,92316
59972.0,8042.0,54435.0,11.6,06,92324
22050.0,4319.0,57855.0,9.8,06,92354
20476.0,628.0,86784.0,5.6,06,92377
59152.0,10677.0,51288.0,15.7,06,92507
7859.0,727.0,50464.0,12.8,06,92548
34011.0,2500.0,66370.0,10.9,06,92551
76102.0,9389.0,51516.0,17.5,06,92553
10648.0,637.0,68516.0,14.8,06,92567
60686.0,4569.0,60789.0,16.4,06,92570
28990.0,3217.0,106821.0,7.7,06,92604
55870.0,5135.0,98882.0,3.6,06,92646
2519.0,472.0,117969.0,0.0,06,92662
66314.0,7618.0,108252.0,4.9,06,92677
89915.0,14427.0,65786.0,11.2,06,92804
37712.0,5337.0,91531.0,4.8,06,92821
26849.0,1066.0,102345.0,4.1,06,92860
15574.0,3327.0,74331.0,10.7,06,92866
47872.0,6056.0,69801.0,11.1,06,92879
39240.0,2741.0,83081.0,8.7,06,92337
6737.0,509.0,69882.0,5.9,06,92342
82110.0,8678.0,51118.0,17.8,06,92345
63857.0,5416.0,66560.0,13.9,06,92346
702.0,50.0,38438.0,8.2,06,92347
9170.0,1047.0,65352.0,4.3,06,92359
86085.0,8533.0,56013.0,16.5,06,92376
54268.0,4773.0,69745.0,6.9,06,92399
30112.0,4621.0,42022.0,24.5,06,92405
45052.0,7384.0,35358.0,28.9,06,92410
95551.0,8871.0,71542.0,10.4,06,92503
25923.0,1312.0,87636.0,10.2,06,92532
44452.0,2561.0,87338.0,6.5,06,92555
36846.0,2848.0,111835.0,4.5,06,92869
32600.0,5569.0,93147.0,7.0,06,92124
22460.0,2223.0,44647.0,19.9,06,92225
40064.0,3707.0,43504.0,21.1,06,92231
54357.0,6781.0,46521.0,15.1,06,92234
40929.0,3649.0,79027.0,7.5,06,92253
28618.0,5285.0,52092.0,14.9,06,92262
2010.0,236.0,29595.0,36.7,06,92273
2632.0,160.0,30660.0,4.4,06,92275
26182.0,3230.0,42360.0,17.0,06,92284
2430.0,139.0,31810.0,30.3,06,92285
50321.0,6830.0,75868.0,6.9,06,92026
139.0,8.0,42375.0,0.0,06,95595
41740.0,5239.0,63214.0,7.0,06,95621
39153.0,2892.0,63897.0,6.1,04,85143
4203.0,211.0,73526.0,11.8,04,85145
3644.0,37.0,17963.0,39.7,04,85147
1991.0,148.0,55096.0,26.4,04,85172
3098.0,209.0,33246.0,11.7,04,85173
2616.0,37.0,54259.0,8.6,04,85192
1655.0,38.0,112014.0,0.0,55,54082
3870.0,203.0,75938.0,5.7,55,54126
1144.0,19.0,63490.0,2.4,55,54137
3221.0,162.0,67500.0,4.0,55,54139
1182.0,32.0,45956.0,7.1,55,54149
3674.0,60.0,89107.0,0.0,55,54171
4426.0,303.0,83064.0,0.7,55,54173
2785.0,221.0,45350.0,9.7,55,54177
1561.0,65.0,77500.0,3.7,55,54227
2769.0,140.0,62773.0,4.7,55,54228
1644.0,154.0,57188.0,3.0,55,54234
4533.0,200.0,65521.0,6.2,55,54426
1864.0,106.0,51188.0,11.1,55,54433
3092.0,202.0,59712.0,7.2,55,54446
439.0,44.0,41607.0,10.7,55,54447
1704.0,110.0,56731.0,18.2,55,54648
